name,type,start_time,duration,"identifier","extended","num_data_bytes","data","crc","ack"
"CAN","data_field",0.0437140625,2.8e-05,,,,0x19,,
"CAN","data_field",0.0437460625,3.2e-05,,,,0x00,,
"CAN","data_field",0.0437820625,3.2e-05,,,,0x0F,,
"CAN","data_field",0.0438180625,3.2e-05,,,,0x8A,,
"CAN","crc_field",0.0438540625,5.6e-05,,,,,0x000000000000256A,
"CAN","ack_field",0.0439180625,4e-06,,,,,,true
"CAN","identifier_field",0.046618875,0.000144,0x0000000014FC9800,true,,,,
"CAN","control_field",0.046766875,1.2e-05,,,0x0000000000000008,,,
"CAN","data_field",0.046782875,3.2e-05,,,,0xFF,,
"CAN","data_field",0.046818875,3.2e-05,,,,0x00,,
"CAN","data_field",0.046854875,3.6e-05,,,,0x00,,
"CAN","data_field",0.046894875,3.2e-05,,,,0x00,,
"CAN","data_field",0.046930875,3.6e-05,,,,0x00,,
"CAN","data_field",0.046970875,3.2e-05,,,,0x00,,
"CAN","data_field",0.047010875,3.2e-05,,,,0x00,,
"CAN","data_field",0.047046875,3.2e-05,,,,0xFF,,
"CAN","crc_field",0.047082875,6e-05,,,,,0x0000000000000440,
"CAN","ack_field",0.047150875,4e-06,,,,,,true
"CAN","identifier_field",0.0472391875,0.000144,0x000000000CF00A00,true,,,,
"CAN","control_field",0.0473871875,1.2e-05,,,0x0000000000000008,,,
"CAN","data_field",0.0474031875,2.8e-05,,,,0xD5,,
"CAN","data_field",0.0474351875,3.2e-05,,,,0x04,,
"CAN","data_field",0.0474711875,3.2e-05,,,,0x7E,,
"CAN","data_field",0.0475071875,3.2e-05,,,,0x05,,
"CAN","data_field",0.0475431875,3.2e-05,,,,0xFF,,
"CAN","data_field",0.0475791875,3.6e-05,,,,0xFF,,
"CAN","data_field",0.0476191875,3.2e-05,,,,0xFF,,
"CAN","data_field",0.0476591875,3.2e-05,,,,0xFF,,
"CAN","crc_field",0.0476951875,5.6e-05,,,,,0x00000000000051DE,
"CAN","ack_field",0.0477591875,4e-06,,,,,,true
"CAN","identifier_field",0.0478155625,0.000144,0x0000000018FD9400,true,,,,
"CAN","control_field",0.0479635625,1.2e-05,,,0x0000000000000008,,,
"CAN","data_field",0.0479795625,2.8e-05,,,,0x63,,
"CAN","data_field",0.0480115625,2.8e-05,,,,0x17,,
"CAN","data_field",0.0480435625,3.6e-05,,,,0xFF,,
"CAN","data_field",0.0480835625,3.2e-05,,,,0xFF,,
"CAN","data_field",0.0481195625,3.6e-05,,,,0xFF,,
"CAN","data_field",0.0481595625,3.2e-05,,,,0xFF,,
"CAN","data_field",0.0481995625,3.2e-05,,,,0xFF,,
"CAN","data_field",0.0482355625,3.6e-05,,,,0xFF,,
"CAN","crc_field",0.0482755625,6e-05,,,,,0x0000000000003EE8,
"CAN","ack_field",0.0483435625,4e-06,,,,,,true
