name,type,start_time,duration,"identifier","num_data_bytes","extended","data","crc","ack"
"CAN","data_field",2023-08-25T05:27:11.813205316+00:00,3.2e-05,,,,0x7D,,
"CAN","crc_field",2023-08-25T05:27:11.813241316+00:00,6e-05,,,,,0x0000000000006D3F,
"CAN","ack_field",2023-08-25T05:27:11.813309316+00:00,4e-06,,,,,,true
"CAN","identifier_field",2023-08-25T05:27:11.813409532+00:00,0.000144,0x000000000CF00300,,true,,,
"CAN","control_field",2023-08-25T05:27:11.813557532+00:00,1.2e-05,,0x0000000000000008,,,,
"CAN","data_field",2023-08-25T05:27:11.813573532+00:00,3.2e-05,,,,0xF9,,
"CAN","data_field",2023-08-25T05:27:11.813609532+00:00,3.2e-05,,,,0xFE,,
"CAN","data_field",2023-08-25T05:27:11.813645532+00:00,3.2e-05,,,,0x00,,
"CAN","data_field",2023-08-25T05:27:11.813681532+00:00,3.2e-05,,,,0xFF,,
"CAN","data_field",2023-08-25T05:27:11.813717532+00:00,3.6e-05,,,,0xFF,,
"CAN","data_field",2023-08-25T05:27:11.813757532+00:00,3.2e-05,,,,0xFF,,
"CAN","data_field",2023-08-25T05:27:11.813793532+00:00,3.6e-05,,,,0xFF,,
"CAN","data_field",2023-08-25T05:27:11.813833532+00:00,3.2e-05,,,,0xFF,,
"CAN","crc_field",2023-08-25T05:27:11.813873532+00:00,5.6e-05,,,,,0x0000000000001B78,
"CAN","ack_field",2023-08-25T05:27:11.813937532+00:00,4e-06,,,,,,true
"CAN","identifier_field",2023-08-25T05:27:11.815741508+00:00,0.00014,0x0000000008FE6E0B,,true,,,
"CAN","control_field",2023-08-25T05:27:11.815885508+00:00,1.2e-05,,0x0000000000000008,,,,
"CAN","data_field",2023-08-25T05:27:11.815901508+00:00,3.6e-05,,,,0x00,,
"CAN","data_field",2023-08-25T05:27:11.815941508+00:00,3.2e-05,,,,0x00,,
"CAN","data_field",2023-08-25T05:27:11.815977508+00:00,3.6e-05,,,,0x00,,
"CAN","data_field",2023-08-25T05:27:11.816017508+00:00,3.2e-05,,,,0x00,,
"CAN","data_field",2023-08-25T05:27:11.816057508+00:00,3.2e-05,,,,0x00,,
"CAN","data_field",2023-08-25T05:27:11.816093508+00:00,3.6e-05,,,,0x00,,
"CAN","data_field",2023-08-25T05:27:11.816133508+00:00,3.2e-05,,,,0x00,,
"CAN","data_field",2023-08-25T05:27:11.816169508+00:00,3.6e-05,,,,0x00,,
"CAN","crc_field",2023-08-25T05:27:11.816209508+00:00,5.6e-05,,,,,0x0000000000001522,
"CAN","ack_field",2023-08-25T05:27:11.816273508+00:00,4e-06,,,,,,true
"CAN","identifier_field",2023-08-25T05:27:11.822769476+00:00,0.000144,0x0000000018FEF100,,true,,,
"CAN","control_field",2023-08-25T05:27:11.822917476+00:00,1.2e-05,,0x0000000000000008,,,,
"CAN","data_field",2023-08-25T05:27:11.822933476+00:00,3.2e-05,,,,0xFF,,
"CAN","data_field",2023-08-25T05:27:11.822969476+00:00,3.2e-05,,,,0x00,,
"CAN","data_field",2023-08-25T05:27:11.823005476+00:00,3.6e-05,,,,0x00,,
"CAN","data_field",2023-08-25T05:27:11.823045476+00:00,2.8e-05,,,,0x50,,
"CAN","data_field",2023-08-25T05:27:11.823077476+00:00,3.6e-05,,,,0x00,,
"CAN","data_field",2023-08-25T05:27:11.823117476+00:00,3.2e-05,,,,0x00,,
"CAN","data_field",2023-08-25T05:27:11.823157476+00:00,3.2e-05,,,,0x00,,
"CAN","data_field",2023-08-25T05:27:11.823193476+00:00,3.2e-05,,,,0xC0,,
"CAN","crc_field",2023-08-25T05:27:11.823229476+00:00,5.6e-05,,,,,0x0000000000001D08,
"CAN","ack_field",2023-08-25T05:27:11.823293476+00:00,4e-06,,,,,,true
"CAN","identifier_field",2023-08-25T05:27:11.823393692+00:00,0.000148,0x0000000018EBFF00,,true,,,
"CAN","control_field",2023-08-25T05:27:11.823545692+00:00,1.2e-05,,0x0000000000000008,,,,
"CAN","data_field",2023-08-25T05:27:11.823561692+00:00,3.2e-05,,,,0x03,,
"CAN","data_field",2023-08-25T05:27:11.823597692+00:00,2.8e-05,,,,0x6F,,
"CAN","data_field",2023-08-25T05:27:11.823629692+00:00,3.2e-05,,,,0x00,,
"CAN","data_field",2023-08-25T05:27:11.823665692+00:00,3.2e-05,,,,0x02,,
"CAN","data_field",2023-08-25T05:27:11.823701692+00:00,3.2e-05,,,,0x01,,
"CAN","data_field",2023-08-25T05:27:11.823737692+00:00,2.8e-05,,,,0x5B,,
"CAN","data_field",2023-08-25T05:27:11.823769692+00:00,3.2e-05,,,,0x00,,
"CAN","data_field",2023-08-25T05:27:11.823805692+00:00,3.2e-05,,,,0x04,,
"CAN","crc_field",2023-08-25T05:27:11.823841692+00:00,5.6e-05,,,,,0x000000000000795F,
