name,type,start_time,duration,"identifier","extended","num_data_bytes","data","crc","ack"
"CAN","data_field",0.035099625,3.2e-05,,,,0xFF,,
"CAN","crc_field",0.035135625,6.4e-05,,,,,0x0000000000005A00,
"CAN","ack_field",0.035207625,4e-06,,,,,,true
"CAN","identifier_field",0.0372683125,0.00014,0x0000000018F03300,true,,,,
"CAN","control_field",0.0374123125,1.2e-05,,,0x0000000000000008,,,
"CAN","data_field",0.0374283125,3.2e-05,,,,0xFF,,
"CAN","data_field",0.0374643125,3.6e-05,,,,0xFF,,
"CAN","data_field",0.0375043125,3.2e-05,,,,0xFF,,
"CAN","data_field",0.0375403125,3.6e-05,,,,0xFF,,
"CAN","data_field",0.0375803125,3.2e-05,,,,0xFF,,
"CAN","data_field",0.0376203125,3.2e-05,,,,0xFF,,
"CAN","data_field",0.0376563125,3.6e-05,,,,0xFF,,
"CAN","data_field",0.0376963125,3.2e-05,,,,0xFF,,
"CAN","crc_field",0.0377323125,6.4e-05,,,,,0x000000000000480D,
"CAN","ack_field",0.0378043125,4e-06,,,,,,true
"CAN","identifier_field",0.03874875,0.00014,0x000000000CF00203,true,,,,
"CAN","control_field",0.03889275,1.2e-05,,,0x0000000000000008,,,
"CAN","data_field",0.03890875,3.2e-05,,,,0xC0,,
"CAN","data_field",0.03894475,3.2e-05,,,,0x00,,
"CAN","data_field",0.03898075,3.6e-05,,,,0x00,,
"CAN","data_field",0.03902075,3.2e-05,,,,0xFF,,
"CAN","data_field",0.03905675,3.2e-05,,,,0xF7,,
"CAN","data_field",0.03909275,3.2e-05,,,,0xE3,,
"CAN","data_field",0.03912875,2.8e-05,,,,0x17,,
"CAN","data_field",0.03916075,3.2e-05,,,,0x03,,
"CAN","crc_field",0.03919675,5.6e-05,,,,,0x00000000000013C8,
"CAN","ack_field",0.03926075,4e-06,,,,,,true
"CAN","identifier_field",0.039312875,0.000144,0x000000000C010305,true,,,,
"CAN","control_field",0.039460875,1.2e-05,,,0x0000000000000008,,,
"CAN","data_field",0.039476875,3.2e-05,,,,0xFF,,
"CAN","data_field",0.039512875,3.6e-05,,,,0xFF,,
"CAN","data_field",0.039552875,3.2e-05,,,,0xFF,,
"CAN","data_field",0.039588875,3.6e-05,,,,0xFF,,
"CAN","data_field",0.039628875,3.2e-05,,,,0xFF,,
"CAN","data_field",0.039668875,2.8e-05,,,,0xF3,,
"CAN","data_field",0.039700875,3.2e-05,,,,0xFF,,
"CAN","data_field",0.039740875,3.2e-05,,,,0xFF,,
"CAN","crc_field",0.039776875,6.4e-05,,,,,0x000000000000007D,
"CAN","ack_field",0.039848875,4e-06,,,,,,true
"CAN","identifier_field",0.0399011875,0.000144,0x000000000CF00400,true,,,,
"CAN","control_field",0.0400491875,1.2e-05,,,0x0000000000000008,,,
"CAN","data_field",0.0400651875,3.2e-05,,,,0x20,,
"CAN","data_field",0.0401051875,3.2e-05,,,,0x7D,,
"CAN","data_field",0.0401411875,2.8e-05,,,,0x8B,,
"CAN","data_field",0.0401731875,2.8e-05,,,,0x0F,,
"CAN","data_field",0.0402051875,2.8e-05,,,,0x19,,
"CAN","data_field",0.0402371875,3.2e-05,,,,0x00,,
"CAN","data_field",0.0402731875,3.2e-05,,,,0x0F,,
"CAN","data_field",0.0403091875,3.2e-05,,,,0x8B,,
"CAN","crc_field",0.0403451875,5.6e-05,,,,,0x0000000000001DA3,
"CAN","ack_field",0.0404091875,4e-06,,,,,,true
"CAN","identifier_field",0.0416975,0.00014,0x0000000018FEBF0B,true,,,,
"CAN","control_field",0.0418415,1.2e-05,,,0x0000000000000008,,,
"CAN","data_field",0.0418575,3.6e-05,,,,0x00,,
"CAN","data_field",0.0418975,3.2e-05,,,,0x00,,
"CAN","data_field",0.0419335,3.6e-05,,,,0x7D,,
"CAN","data_field",0.0419735,3.2e-05,,,,0x7D,,
"CAN","data_field",0.0420095,3.2e-05,,,,0x7D,,
"CAN","data_field",0.0420455,3.2e-05,,,,0x7D,,
"CAN","data_field",0.0420815,3.2e-05,,,,0xFF,,
"CAN","data_field",0.0421175,3.6e-05,,,,0xFF,,
"CAN","crc_field",0.0421575,6e-05,,,,,0x0000000000007D87,
"CAN","ack_field",0.0422255,4e-06,,,,,,true
"CAN","identifier_field",0.042293625,0.000144,0x0000000018FCF200,true,,,,
"CAN","control_field",0.042441625,1.2e-05,,,0x0000000000000008,,,
"CAN","data_field",0.042457625,2.8e-05,,,,0xE1,,
"CAN","data_field",0.042489625,3.2e-05,,,,0xFF,,
"CAN","data_field",0.042525625,3.6e-05,,,,0xFF,,
"CAN","data_field",0.042565625,3.2e-05,,,,0xFF,,
"CAN","data_field",0.042605625,3.2e-05,,,,0xFF,,
"CAN","data_field",0.042641625,3.6e-05,,,,0xFF,,
"CAN","data_field",0.042681625,3.2e-05,,,,0xFF,,
"CAN","data_field",0.042717625,3.6e-05,,,,0xFF,,
"CAN","crc_field",0.042757625,5.6e-05,,,,,0x0000000000002DA6,
"CAN","ack_field",0.042821625,4e-06,,,,,,true
"CAN","identifier_field",0.0476986875,0.000148,0x0000000018FEDF00,true,,,,
"CAN","control_field",0.0478506875,1.2e-05,,,0x0000000000000008,,,
"CAN","data_field",0.0478666875,2.8e-05,,,,0x85,,
"CAN","data_field",0.0478986875,2.8e-05,,,,0xA0,,
"CAN","data_field",0.0479346875,2.8e-05,,,,0x28,,
"CAN","data_field",0.0479666875,3.2e-05,,,,0x7D,,
"CAN","data_field",0.0480026875,3.2e-05,,,,0x7D,,
"CAN","data_field",0.0480386875,3.2e-05,,,,0xFF,,
"CAN","data_field",0.0480746875,3.6e-05,,,,0xFF,,
"CAN","data_field",0.0481146875,3.2e-05,,,,0xF0,,
"CAN","crc_field",0.0481506875,6e-05,,,,,0x0000000000001C6B,
"CAN","ack_field",0.0482186875,4e-06,,,,,,true
"CAN","identifier_field",0.0482750625,0.000144,0x0000000018E0FF00,true,,,,
"CAN","control_field",0.0484230625,1.2e-05,,,0x0000000000000008,,,
"CAN","data_field",0.0484390625,3.6e-05,,,,0x00,,
"CAN","data_field",0.0484790625,3.2e-05,,,,0xFF,,
"CAN","data_field",0.0485150625,3.6e-05,,,,0xFF,,
"CAN","data_field",0.0485550625,3.2e-05,,,,0xFF,,
"CAN","data_field",0.0485910625,3.6e-05,,,,0xFF,,
"CAN","data_field",0.0486310625,3.2e-05,,,,0xFF,,
"CAN","data_field",0.0486710625,3.2e-05,,,,0xFF,,
"CAN","data_field",0.0487070625,3.6e-05,,,,0xFF,,
